Date,High,Low,Open,Close,Volume,Adj Close
2006-10-02,10.838571548461914,10.614285469055176,10.728571891784668,10.69428539276123,178159800,9.305108070373535
2006-10-03,10.70714282989502,10.455714225769043,10.635714530944824,10.582857131958008,197677200,9.208155632019043
2006-10-04,10.779999732971191,10.451428413391113,10.585714340209961,10.768571853637695,207270700,9.369746208190918
2006-10-05,10.880000114440918,10.59000015258789,10.64714241027832,10.6899995803833,170970800,9.301377296447754
2006-10-06,10.720000267028809,10.544285774230957,10.631428718566895,10.60285758972168,116739700,9.225556373596191
2006-10-09,10.725714683532715,10.50428581237793,10.54285717010498,10.661428451538086,109555600,9.276521682739258
2006-10-10,10.654285430908203,10.4399995803833,10.648571014404297,10.544285774230957,132897100,9.174590110778809
2006-10-11,10.568571090698242,10.371428489685059,10.488571166992188,10.46142864227295,142963800,9.102497100830078
2006-10-12,10.770000457763672,10.514286041259766,10.515714645385742,10.751428604125977,148213800,9.354827880859375
2006-10-13,10.982856750488281,10.677143096923828,10.804286003112793,10.717143058776855,171049200,9.324995040893555
2006-10-16,10.84000015258789,10.684286117553711,10.74142837524414,10.771428108215332,127173200,9.372228622436523
2006-10-17,10.752857208251953,10.577142715454102,10.720000267028809,10.6128568649292,120231300,9.234257698059082
2006-10-18,10.767143249511719,10.558571815490723,10.678571701049805,10.64714241027832,283476900,9.26408863067627
2006-10-19,11.421428680419922,11.165714263916016,11.322856903076172,11.284285545349121,378244300,9.818465232849121
2006-10-20,11.427143096923828,11.238571166992188,11.281428337097168,11.421428680419922,159853400,9.937795639038086
2006-10-23,11.699999809265137,11.392857551574707,11.427143096923828,11.6371431350708,208126800,10.125490188598633
2006-10-24,11.668571472167969,11.45714282989502,11.601428985595703,11.578571319580078,115803100,10.074525833129883
2006-10-25,11.714285850524902,11.572856903076172,11.621428489685059,11.668571472167969,121303700,10.15283489227295
2006-10-26,11.800000190734863,11.59000015258789,11.699999809265137,11.74142837524414,108189200,10.216227531433105
2006-10-27,11.778571128845215,11.430000305175781,11.678571701049805,11.487142562866211,148741600,9.994976043701172
2006-10-30,11.557143211364746,11.357142448425293,11.427143096923828,11.488571166992188,124979400,9.996214866638184
2006-10-31,11.668571472167969,11.46142864227295,11.635714530944824,11.582857131958008,125368600,10.078253746032715
2006-11-01,11.625714302062988,11.19428539276123,11.585714340209961,11.308571815490723,152798100,9.839599609375
2006-11-02,11.331428527832031,11.214285850524902,11.274285316467285,11.282856941223145,116370800,9.81722354888916
2006-11-03,11.361428260803223,11.1128568649292,11.337142944335938,11.184286117553711,107972200,9.731456756591797
2006-11-06,11.437143325805664,11.204285621643066,11.278571128845215,11.3871431350708,108644200,9.907963752746582
